beer_id,flavor_tag
3c7b463f-9f01-44fc-92fd-1eb4f4a1a787,strong
3c7b463f-9f01-44fc-92fd-1eb4f4a1a787,malty
20922089-83d7-426d-9e40-2fc7aafafa69,sessionable
1fb00951-4a41-48c1-95e3-372ecaf67f48,sessionable
1fb00951-4a41-48c1-95e3-372ecaf67f48,smooth
1fb00951-4a41-48c1-95e3-372ecaf67f48,fruity
8ecd553a-ac29-4f95-961b-54321cbb59b9,sessionable
8ecd553a-ac29-4f95-961b-54321cbb59b9,smooth
8ecd553a-ac29-4f95-961b-54321cbb59b9,fruity
481b26ef-c531-414b-9f97-f94f8457d07b,sessionable
481b26ef-c531-414b-9f97-f94f8457d07b,smooth
481b26ef-c531-414b-9f97-f94f8457d07b,fruity
d1da7812-6b25-4f84-b6b8-32e06c15565c,strong
d1da7812-6b25-4f84-b6b8-32e06c15565c,bitter
d1da7812-6b25-4f84-b6b8-32e06c15565c,hoppy
c2eb735b-4909-49dc-96e3-30954841acd8,strong
c2eb735b-4909-49dc-96e3-30954841acd8,bitter
c2eb735b-4909-49dc-96e3-30954841acd8,hoppy
615bc0d7-7a75-4f1c-bbe9-d2346a79c9d6,strong
615bc0d7-7a75-4f1c-bbe9-d2346a79c9d6,bitter
615bc0d7-7a75-4f1c-bbe9-d2346a79c9d6,hoppy
7eb4d202-6f56-485c-a71d-c64092affd3a,strong
a4585ec3-051b-411b-b933-3b162e8958b8,strong
a4585ec3-051b-411b-b933-3b162e8958b8,bitter
a4585ec3-051b-411b-b933-3b162e8958b8,hoppy
a4585ec3-051b-411b-b933-3b162e8958b8,boozy
597c2165-db80-480d-93cd-d64ebea5eb9c,sessionable
c0b12d2b-dba5-4ad0-8d75-2f80de897a0c,strong
c0b12d2b-dba5-4ad0-8d75-2f80de897a0c,winter
59326420-4e9f-499e-9d70-c9b5d32216ca,sessionable
59326420-4e9f-499e-9d70-c9b5d32216ca,bitter
db22127f-539c-4126-b51a-49c07f686429,strong
db22127f-539c-4126-b51a-49c07f686429,spicy
18914bdd-219a-4d3d-96c7-82684512933b,strong
18914bdd-219a-4d3d-96c7-82684512933b,bitter
18914bdd-219a-4d3d-96c7-82684512933b,hoppy
f2d1f34e-92cf-469e-b9f2-5e01cf460aea,sessionable
f2d1f34e-92cf-469e-b9f2-5e01cf460aea,smooth
f2d1f34e-92cf-469e-b9f2-5e01cf460aea,fruity
1a3ece1b-af24-473f-92a5-e0c042c51d4b,strong
1a3ece1b-af24-473f-92a5-e0c042c51d4b,bitter
1a3ece1b-af24-473f-92a5-e0c042c51d4b,hoppy
03d50306-1d86-4ca5-a19c-13c94ed65468,sessionable
27a5cb00-69c2-4188-aa5f-d726a066008f,sessionable
745705d9-bcbc-4f34-8a04-1d9ed4a82a16,sessionable
745705d9-bcbc-4f34-8a04-1d9ed4a82a16,hoppy
17bbddb6-9600-446d-a594-dfbf4ec890d7,sessionable
17bbddb6-9600-446d-a594-dfbf4ec890d7,hoppy
41042a9f-7dd9-48f0-acd4-795b9dbd7bef,strong
41042a9f-7dd9-48f0-acd4-795b9dbd7bef,spicy
93d0409e-bd35-434a-8f8f-23f45de9625d,sessionable
93d0409e-bd35-434a-8f8f-23f45de9625d,bitter
93d0409e-bd35-434a-8f8f-23f45de9625d,hoppy
59966c32-7963-4194-863d-cb5cb43329b7,strong
6be47e0b-687f-4770-8528-9a9f9c6b8823,sessionable
6be47e0b-687f-4770-8528-9a9f9c6b8823,smooth
add8e20d-f119-48af-977b-13c34097b2b4,sessionable
add8e20d-f119-48af-977b-13c34097b2b4,smooth
add8e20d-f119-48af-977b-13c34097b2b4,spicy
8f5ea349-f394-4429-84e1-70a617cf5678,sessionable
8f5ea349-f394-4429-84e1-70a617cf5678,hoppy
4249e65c-4db9-41a2-905f-e3e03fcf8131,sessionable
4249e65c-4db9-41a2-905f-e3e03fcf8131,smooth
4249e65c-4db9-41a2-905f-e3e03fcf8131,fruity
560a9e9d-9ca2-45be-8d6f-f98876516af2,sessionable
560a9e9d-9ca2-45be-8d6f-f98876516af2,smooth
560a9e9d-9ca2-45be-8d6f-f98876516af2,crisp
afbb3897-02cd-4c40-a945-b7ce26326fe7,strong
afbb3897-02cd-4c40-a945-b7ce26326fe7,bitter
afbb3897-02cd-4c40-a945-b7ce26326fe7,hoppy
e72c68fa-eb4e-4bde-b8d1-ec33867e20e1,sessionable
e72c68fa-eb4e-4bde-b8d1-ec33867e20e1,smooth
24131132-cfd8-4f2d-aad0-4680b2b06466,strong
24131132-cfd8-4f2d-aad0-4680b2b06466,bitter
24131132-cfd8-4f2d-aad0-4680b2b06466,hoppy
24131132-cfd8-4f2d-aad0-4680b2b06466,boozy
b0f91e3d-2a13-4c11-8aeb-137326a66c44,strong
b0f91e3d-2a13-4c11-8aeb-137326a66c44,bitter
c8d283b0-30cf-4752-b17e-18040d068402,strong
c8d283b0-30cf-4752-b17e-18040d068402,malty
0cdecd98-d75d-49a7-9e57-ee20d2d79fca,sessionable
f3743c2b-c013-4b45-b772-38609a9a0d22,sessionable
8cd8f6dd-adf4-48a7-9aee-84fa425c7ce2,sessionable
629e7df8-3e6a-4e37-ade3-7b9c1ab761e4,light
629e7df8-3e6a-4e37-ade3-7b9c1ab761e4,smooth
629e7df8-3e6a-4e37-ade3-7b9c1ab761e4,spicy
894f8a5c-1248-4b89-8fa6-47e4316d14c6,sessionable
894f8a5c-1248-4b89-8fa6-47e4316d14c6,smooth
894f8a5c-1248-4b89-8fa6-47e4316d14c6,clean
3249585f-43ae-4597-8732-3f05ad5715c4,strong
3249585f-43ae-4597-8732-3f05ad5715c4,bitter
3249585f-43ae-4597-8732-3f05ad5715c4,hoppy
3249585f-43ae-4597-8732-3f05ad5715c4,boozy
3c2b60b6-8b33-415c-bc49-0781bda3cf0d,sessionable
2d36033b-ecf9-4937-a0c9-1adaf808fb0d,sessionable
33f14017-a23a-4385-8612-44c67ca9ea93,sessionable
33f14017-a23a-4385-8612-44c67ca9ea93,bitter
33f14017-a23a-4385-8612-44c67ca9ea93,hoppy
e1bf03b0-d4cb-4816-9a76-5598dc754462,sessionable
e1bf03b0-d4cb-4816-9a76-5598dc754462,smooth
737e525f-afa4-4607-b362-7dc80f709cfd,light
737e525f-afa4-4607-b362-7dc80f709cfd,smooth
737e525f-afa4-4607-b362-7dc80f709cfd,clean
ee5cffd2-1cc5-4840-b978-34c97f31a761,sessionable
37773f45-7c2c-469a-aa2d-ddd875eb552e,strong
37773f45-7c2c-469a-aa2d-ddd875eb552e,bitter
37773f45-7c2c-469a-aa2d-ddd875eb552e,hoppy
37773f45-7c2c-469a-aa2d-ddd875eb552e,boozy
725b883b-00c2-422f-a3b7-c4caf9a7b323,sessionable
b35a7e32-4ccf-499c-8b5f-c0a61d29cd56,sessionable
b35a7e32-4ccf-499c-8b5f-c0a61d29cd56,smooth
bb090423-bc0c-4c03-888f-e1b4e6e5204c,sessionable
687a44f1-9ebb-4c06-9228-2e460d86bf8b,sessionable
687a44f1-9ebb-4c06-9228-2e460d86bf8b,hoppy
f34b0020-e44d-46b7-a458-2409c3a057a2,sessionable
f34b0020-e44d-46b7-a458-2409c3a057a2,hoppy
f33814a9-7c91-468d-aa6a-9b9b10501d64,sessionable
f33814a9-7c91-468d-aa6a-9b9b10501d64,refreshing
0471b0d9-5441-432f-86c7-1cba4b52c126,sessionable
0471b0d9-5441-432f-86c7-1cba4b52c126,crisp
9202082a-acd5-4909-a4c5-daf6c59a6079,sessionable
dd4ab409-a2fe-479e-8acf-12639eeb6b4c,sessionable
dd4ab409-a2fe-479e-8acf-12639eeb6b4c,sour
1379128e-57fc-48d9-8442-c46e1cd70d7c,sessionable
80b61784-55cd-4de2-b467-663a1785b37c,sessionable
80b61784-55cd-4de2-b467-663a1785b37c,sour
101fed9a-e208-4cd6-a7da-1c99d4f9b52b,sessionable
b998cf0b-38bc-4594-af21-9b50cb84539e,sessionable
b998cf0b-38bc-4594-af21-9b50cb84539e,smooth
b998cf0b-38bc-4594-af21-9b50cb84539e,malty
7f12ddb8-90a2-4e96-868c-fcf72d0aa483,sessionable
7f12ddb8-90a2-4e96-868c-fcf72d0aa483,smooth
7f12ddb8-90a2-4e96-868c-fcf72d0aa483,sweet
09643adf-6a91-46bf-aa24-ccecab831d5b,strong
09643adf-6a91-46bf-aa24-ccecab831d5b,bitter
09643adf-6a91-46bf-aa24-ccecab831d5b,hoppy
6b0f7477-bdf4-4083-807e-9193292969b1,sessionable
6b0f7477-bdf4-4083-807e-9193292969b1,smooth
095734c5-568d-4b71-81c0-5a437cc3f727,sessionable
095734c5-568d-4b71-81c0-5a437cc3f727,smooth
095734c5-568d-4b71-81c0-5a437cc3f727,malty
833f39c1-efd6-4d61-98a0-24ddc31d33a3,sessionable
833f39c1-efd6-4d61-98a0-24ddc31d33a3,crisp
1d13514d-cd04-4347-ac4f-23aa3918cfc3,sessionable
1d13514d-cd04-4347-ac4f-23aa3918cfc3,smooth
d99d65c2-dd75-4fc8-ab6b-a30dc0bd0d59,sessionable
d99d65c2-dd75-4fc8-ab6b-a30dc0bd0d59,smooth
d99d65c2-dd75-4fc8-ab6b-a30dc0bd0d59,sweet
0e719c25-87bd-4d2e-b3e0-3bbc6aaf4670,sessionable
0e719c25-87bd-4d2e-b3e0-3bbc6aaf4670,smooth
0e719c25-87bd-4d2e-b3e0-3bbc6aaf4670,malty
40194a92-e634-4cfe-b0d2-e1f0576db209,sessionable
40194a92-e634-4cfe-b0d2-e1f0576db209,smooth
40194a92-e634-4cfe-b0d2-e1f0576db209,winter
233dd195-397f-4e61-bf79-ffcd047ae27a,strong
233dd195-397f-4e61-bf79-ffcd047ae27a,bitter
233dd195-397f-4e61-bf79-ffcd047ae27a,hoppy
c2c380b7-9228-48c1-8bb1-b461cf61f1c9,sessionable
c2c380b7-9228-48c1-8bb1-b461cf61f1c9,smooth
321be708-8359-4fe0-b041-720e7ad5fa6b,sessionable
321be708-8359-4fe0-b041-720e7ad5fa6b,smooth
321be708-8359-4fe0-b041-720e7ad5fa6b,sweet
c560748f-5bdc-4bfc-8d0e-df597ad6c1d0,sessionable
36feabb5-8f98-4952-8fb6-6cfab99af1fe,sessionable
36feabb5-8f98-4952-8fb6-6cfab99af1fe,spicy
89bc6412-00c5-460b-b0db-ebb89798093d,sessionable
ac705ab7-eeb2-40f4-a9c5-48396fb6c066,strong
ac705ab7-eeb2-40f4-a9c5-48396fb6c066,malty
f210ecf6-9612-4884-a174-5d6ed1cb6f8e,sessionable
6ea9937d-14ec-478c-b3ca-6b8b32ee527f,sessionable
6ea9937d-14ec-478c-b3ca-6b8b32ee527f,smooth
6ea9937d-14ec-478c-b3ca-6b8b32ee527f,refreshing
0fd45396-ba39-4547-9fff-3e7acc05f227,strong
0fd45396-ba39-4547-9fff-3e7acc05f227,malty
0fd45396-ba39-4547-9fff-3e7acc05f227,boozy
2f0fe768-172d-4dec-a93d-834cdf60ac2f,sessionable
2f0fe768-172d-4dec-a93d-834cdf60ac2f,smooth
924103d6-4d68-45d3-b5c2-47783195b97c,strong
924103d6-4d68-45d3-b5c2-47783195b97c,hoppy
489b7be1-a554-4583-95d7-fb1d5954cba5,light
a412872f-8b3a-4a9b-9f71-0e0a4b12aa66,sessionable
a412872f-8b3a-4a9b-9f71-0e0a4b12aa66,malty
b2b91d15-ac86-4812-9081-81105fb52eec,sessionable
b2b91d15-ac86-4812-9081-81105fb52eec,bitter
b2b91d15-ac86-4812-9081-81105fb52eec,hoppy
7041c7bc-275e-486c-860e-4b199acf4400,sessionable
45906d50-7545-4311-8b2f-08299f50d641,strong
45906d50-7545-4311-8b2f-08299f50d641,hoppy
c64fb0d9-580d-45e8-a51b-b7c75d37bae1,strong
899c33ce-13f6-4224-9418-760a05c80e54,sessionable
a4574541-df7c-4ea3-8a56-ed7954177246,strong
a4574541-df7c-4ea3-8a56-ed7954177246,bitter
a4574541-df7c-4ea3-8a56-ed7954177246,hoppy
7ab5ab42-8d34-49a4-ab91-65485d9c1b99,sessionable
7ab5ab42-8d34-49a4-ab91-65485d9c1b99,malty
641f54af-aff2-4fb2-9ea3-103acb3207d3,strong
641f54af-aff2-4fb2-9ea3-103acb3207d3,bitter
641f54af-aff2-4fb2-9ea3-103acb3207d3,hoppy
641f54af-aff2-4fb2-9ea3-103acb3207d3,boozy
79ce847a-ce25-4e60-9109-a9b854b753b1,sessionable
79ce847a-ce25-4e60-9109-a9b854b753b1,malty
06836610-aa93-445b-9b98-83f0a93b551d,sessionable
d52362f3-19bd-4949-90c5-56b62abf4697,strong
d52362f3-19bd-4949-90c5-56b62abf4697,bitter
d52362f3-19bd-4949-90c5-56b62abf4697,hoppy
d52362f3-19bd-4949-90c5-56b62abf4697,boozy
24ee1d19-4179-4b9a-bc32-0bab0d6cf7e1,sessionable
24ee1d19-4179-4b9a-bc32-0bab0d6cf7e1,smooth
24ee1d19-4179-4b9a-bc32-0bab0d6cf7e1,malty
e7920de7-b51d-417b-bf04-53074bd717f1,sessionable
e7920de7-b51d-417b-bf04-53074bd717f1,fruity
1a0adf82-bbc2-4fd9-ac2b-6e61632965c3,sessionable
1a0adf82-bbc2-4fd9-ac2b-6e61632965c3,smooth
aff602a0-33e4-4b68-a278-66527e89ec17,sessionable
aff602a0-33e4-4b68-a278-66527e89ec17,bitter
aff602a0-33e4-4b68-a278-66527e89ec17,hoppy
0b809637-4077-437c-b7ad-a8c088aa8170,sessionable
0b809637-4077-437c-b7ad-a8c088aa8170,smooth
0b809637-4077-437c-b7ad-a8c088aa8170,crisp
b1340dda-d93a-44b3-8231-4be79aa1c5ac,strong
6cb92f25-2e6e-45e2-8c51-ef1984c74e7b,sessionable
6cb92f25-2e6e-45e2-8c51-ef1984c74e7b,hoppy
df1fc1d5-85f5-45cc-9a31-d8fdefd5b110,sessionable
d4a00935-c5cf-4854-a078-d116d7f8e8b5,sessionable
1f0d77f0-ceed-4938-b475-2c5ea50e6c8c,sessionable
88160f65-58a5-4e6b-b494-7196c5754663,strong
88160f65-58a5-4e6b-b494-7196c5754663,hoppy
88160f65-58a5-4e6b-b494-7196c5754663,boozy
60c8bb63-38ae-4657-992c-d84c7c821add,sessionable
58944fc8-6455-4ab6-b393-64dcc735771f,sessionable
5fdb83d3-f918-4bfa-84a9-741ad02ddc3f,sessionable
5fdb83d3-f918-4bfa-84a9-741ad02ddc3f,smooth
87a2a014-5f6a-4feb-8d78-aaa3cc2368c0,sessionable
87a2a014-5f6a-4feb-8d78-aaa3cc2368c0,bitter
87a2a014-5f6a-4feb-8d78-aaa3cc2368c0,hoppy
0cbdb359-62b0-42c0-ae42-d17aaca34420,sessionable
0cbdb359-62b0-42c0-ae42-d17aaca34420,smooth
460e09d3-0fac-4bc8-b3aa-459ea70922f9,sessionable
460e09d3-0fac-4bc8-b3aa-459ea70922f9,smooth
43dc0deb-d10f-4358-92b1-e61959e97763,strong
618760b0-a922-48d9-9a19-d217ea46e84d,sessionable
618760b0-a922-48d9-9a19-d217ea46e84d,refreshing
38a4a9c2-8440-4fee-a29f-0ee095c62f12,sessionable
38a4a9c2-8440-4fee-a29f-0ee095c62f12,hoppy
7270cde0-4cff-4836-b2f7-e5b3d4c20552,strong
7270cde0-4cff-4836-b2f7-e5b3d4c20552,smooth
7270cde0-4cff-4836-b2f7-e5b3d4c20552,sweet
ff9c5d6a-b744-4e3c-988f-701723cc57e0,sessionable
9a34db00-3538-4bb5-9377-21404c472697,strong
9a34db00-3538-4bb5-9377-21404c472697,hoppy
9a34db00-3538-4bb5-9377-21404c472697,boozy
e986f2ff-4ffb-4938-8819-51119873e1fd,sessionable
e986f2ff-4ffb-4938-8819-51119873e1fd,malty
6aee4811-7635-45f4-8598-c128991665c6,sessionable
9d76158f-7549-4991-98ea-a3dc99db682e,strong
9d76158f-7549-4991-98ea-a3dc99db682e,hoppy
62b0be20-f37c-49d2-9993-f1d92766377f,sessionable
c3fad046-3d12-4c0d-a041-92e25f1a20a2,sessionable
c3fad046-3d12-4c0d-a041-92e25f1a20a2,bitter
c3fad046-3d12-4c0d-a041-92e25f1a20a2,hoppy
eff21099-ff47-4e8e-ac73-a472a36a69e6,sessionable
cd92d0ba-e286-4882-aa21-4bd4baf3bb85,strong
cd92d0ba-e286-4882-aa21-4bd4baf3bb85,hoppy
f5c655f1-866d-4d87-89c6-422fb9eda29c,light
f5c655f1-866d-4d87-89c6-422fb9eda29c,hoppy
58b1923c-29bb-4c69-bfe9-8036a4892a4a,sessionable
b0e0a185-72d5-4915-8c2a-c36dfde24bb7,strong
b0e0a185-72d5-4915-8c2a-c36dfde24bb7,bitter
b0e0a185-72d5-4915-8c2a-c36dfde24bb7,hoppy
d5e47ea3-7f15-48d6-ac4b-836f51d692e7,sessionable
d5e47ea3-7f15-48d6-ac4b-836f51d692e7,crisp
aa58d58b-187d-4938-88a9-69448ec08fc0,strong
aa58d58b-187d-4938-88a9-69448ec08fc0,bitter
aa58d58b-187d-4938-88a9-69448ec08fc0,hoppy
9c9509ae-7fd0-4552-8da9-26d7ff12b1c0,strong
9c9509ae-7fd0-4552-8da9-26d7ff12b1c0,hoppy
ac6f639f-7eb5-4ec8-b619-66c6a0b804ad,sessionable
ac6f639f-7eb5-4ec8-b619-66c6a0b804ad,hoppy
faa4448b-d87c-48ff-a545-39e5354f31a8,sessionable
063d6a7f-9e62-4975-8fb9-03ead3244c35,sessionable
063d6a7f-9e62-4975-8fb9-03ead3244c35,clean
eb5abbac-18c9-44f6-8051-019d5f2de13b,sessionable
eb5abbac-18c9-44f6-8051-019d5f2de13b,hoppy
822f7104-d2bd-4a41-aa15-fbc6ed1973c0,sessionable
822f7104-d2bd-4a41-aa15-fbc6ed1973c0,bitter
822f7104-d2bd-4a41-aa15-fbc6ed1973c0,crisp
8506f321-c392-4793-95cb-086165ce02a4,sessionable
8506f321-c392-4793-95cb-086165ce02a4,smooth
791a943a-9cfb-4913-a782-adc940a1043c,sessionable
791a943a-9cfb-4913-a782-adc940a1043c,crisp
3e105276-a129-4a6b-a13d-930e0c9d7c6d,sessionable
97527265-d8a2-4eb3-bcc0-3a3ef4253d1d,sessionable
97527265-d8a2-4eb3-bcc0-3a3ef4253d1d,bitter
97527265-d8a2-4eb3-bcc0-3a3ef4253d1d,hoppy
3a56a820-a0b8-439a-a6f3-b09755ef6236,sessionable
16a76929-6fc8-42bb-8beb-418d94d6f26a,sessionable
0ba831d5-285e-4308-b1c2-ca312e29b2ab,sessionable
f561f23b-5f4b-4870-b410-530d2121e1be,strong
c797b3a7-f87c-47de-85b6-b05974c807e4,sessionable
c797b3a7-f87c-47de-85b6-b05974c807e4,refreshing
0068c66a-1f15-418f-ac71-223f71b6060c,sessionable
0068c66a-1f15-418f-ac71-223f71b6060c,malty
7e7306ed-4a62-4483-aecd-9602b7abfe48,sessionable
48d4b577-91eb-4a5d-aeea-8e79deb92173,sessionable
48d4b577-91eb-4a5d-aeea-8e79deb92173,refreshing
09cf0d38-9a52-4e11-a15b-55399065ba17,sessionable
e53ecd65-4871-4f6b-9c4a-b303f338ae32,sessionable
b841fe3a-d6fa-4d79-9369-e6360cff5655,sessionable
b841fe3a-d6fa-4d79-9369-e6360cff5655,bitter
b841fe3a-d6fa-4d79-9369-e6360cff5655,hoppy
786d8b3a-6eba-4927-b688-c56b37de6ce6,strong
786d8b3a-6eba-4927-b688-c56b37de6ce6,bitter
786d8b3a-6eba-4927-b688-c56b37de6ce6,hoppy
786d8b3a-6eba-4927-b688-c56b37de6ce6,boozy
7c26c300-6e83-4c39-bead-74b7adaeb2cc,sessionable
7c26c300-6e83-4c39-bead-74b7adaeb2cc,hoppy
9afe26e6-0bac-49c9-ad6c-3230a7c45e79,strong
9afe26e6-0bac-49c9-ad6c-3230a7c45e79,hoppy
9afe26e6-0bac-49c9-ad6c-3230a7c45e79,boozy
62ae301e-9e3d-4431-bacc-7c82c35820e7,sessionable
2b5ddd87-8cbe-41e6-ab52-2be49164feed,strong
2b5ddd87-8cbe-41e6-ab52-2be49164feed,smooth
0918ccd8-ca25-4b75-8a20-973dfb271c81,strong
0918ccd8-ca25-4b75-8a20-973dfb271c81,bitter
0918ccd8-ca25-4b75-8a20-973dfb271c81,hoppy
0918ccd8-ca25-4b75-8a20-973dfb271c81,boozy
c02585ee-1d97-4f33-88ec-22d116aefe63,sessionable
e09dac26-9061-4bb5-b203-0f4676dc5c27,sessionable
e09dac26-9061-4bb5-b203-0f4676dc5c27,bitter
f0b4c3e2-f17f-4ca3-839b-6a019a4da0b6,strong
f0b4c3e2-f17f-4ca3-839b-6a019a4da0b6,hoppy
a4b11f7e-bb9d-46dc-a1e2-6a6735298fb7,sessionable
a4b11f7e-bb9d-46dc-a1e2-6a6735298fb7,malty
d6e32fd2-d930-465f-a25e-6d12dba41cee,sessionable
e74fb391-884c-4011-918b-0eaeed1d9722,strong
e74fb391-884c-4011-918b-0eaeed1d9722,malty
23779101-522f-43c4-ae0c-23e01a572b6d,sessionable
23779101-522f-43c4-ae0c-23e01a572b6d,hoppy
628beaba-bc94-46b8-aef9-e4376daac5a2,sessionable
628beaba-bc94-46b8-aef9-e4376daac5a2,fruity
1f75e8df-3ffe-499b-8e42-1a3140d9668b,strong
1f75e8df-3ffe-499b-8e42-1a3140d9668b,hoppy
c722e077-ce75-484d-81d6-1d685228af61,sessionable
f1db589f-0ec2-42db-ad18-a4be37c9b0ee,sessionable
f1db589f-0ec2-42db-ad18-a4be37c9b0ee,hoppy
219d2240-6173-44cd-a975-e30eceab4199,sessionable
219d2240-6173-44cd-a975-e30eceab4199,bitter
219d2240-6173-44cd-a975-e30eceab4199,hoppy
e77271db-d9c6-4932-aa27-4c0a8d76ea90,sessionable
394a8c28-b0ce-49d3-a70f-76ad2a9fb39f,sessionable
394a8c28-b0ce-49d3-a70f-76ad2a9fb39f,refreshing
44cb7a12-9eb5-4f27-bc5b-6b2d505f5209,sessionable
f311a9e7-ebe6-438a-9b44-a2c48f1873a8,strong
14cfbc2c-da5e-43f7-9ab7-17cdf423483c,sessionable
2c3fcf2b-224a-49c1-8a49-e94c95b3228f,sessionable
2c3fcf2b-224a-49c1-8a49-e94c95b3228f,refreshing
9a811daf-a68a-4cb3-a240-40af69184919,sessionable
9a811daf-a68a-4cb3-a240-40af69184919,bitter
9a811daf-a68a-4cb3-a240-40af69184919,hoppy
32e90a26-fc0d-4da0-848b-4fb706610729,sessionable
ed3c92f0-5af5-414f-9216-e61a0b79bfcc,sessionable
fa39ed0c-a63d-4152-bf82-ecee00de17f6,sessionable
fa39ed0c-a63d-4152-bf82-ecee00de17f6,refreshing
52bf5e5f-15a4-403e-8fe1-1673573d2e38,sessionable
27a11943-d121-47f4-8a22-01a5f9130c32,sessionable
27a11943-d121-47f4-8a22-01a5f9130c32,bitter
27a11943-d121-47f4-8a22-01a5f9130c32,hoppy
3b9bb5f2-d65f-42d5-805d-c55264e47657,sessionable
8a9373dd-dc4b-4814-ba81-7fe57d478f4a,sessionable
ba42d93f-0be8-4eaf-9052-bd638f40710d,strong
ba42d93f-0be8-4eaf-9052-bd638f40710d,bitter
5becf637-5a1a-468b-a1ee-aebb9ce55c85,strong
5becf637-5a1a-468b-a1ee-aebb9ce55c85,bitter
5becf637-5a1a-468b-a1ee-aebb9ce55c85,hoppy
5becf637-5a1a-468b-a1ee-aebb9ce55c85,boozy
c1cd0260-2ffc-4272-8b68-56d0aca4b701,sessionable
c1cd0260-2ffc-4272-8b68-56d0aca4b701,malty
46895c22-0450-410c-bd74-43a5dbaf8806,sessionable
46895c22-0450-410c-bd74-43a5dbaf8806,hoppy
3aae8d81-7e98-47dd-abf8-d487abd2dc1b,sessionable
839106dd-5778-48fc-ab7b-a403db2f3e00,sessionable
4f54ed39-730b-4184-87d7-bad7e254c92e,sessionable
623beb83-f4e9-44bd-9464-d6f23b12a21c,sessionable
9419db65-8824-441f-a5c1-1af4c3eba233,strong
9419db65-8824-441f-a5c1-1af4c3eba233,bitter
7631b376-2b57-4a52-bdc8-bf5dec4c904b,sessionable
7631b376-2b57-4a52-bdc8-bf5dec4c904b,smooth
46ca0fab-210d-4acb-9ed5-4f8a2af13010,strong
46ca0fab-210d-4acb-9ed5-4f8a2af13010,hoppy
71b05bc6-ab39-4cf7-8d1a-776103488953,sessionable
71b05bc6-ab39-4cf7-8d1a-776103488953,smooth
55cdb39e-d3bb-41b4-89c4-4c6016cb9ce4,sessionable
8a853348-4c84-4541-a255-7e52f553e44e,strong
37fb394f-3d2f-469d-a2f9-af1ce7ef45a4,sessionable
37fb394f-3d2f-469d-a2f9-af1ce7ef45a4,hoppy
daef6368-4b50-467c-b224-9c47d1b49001,sessionable
daef6368-4b50-467c-b224-9c47d1b49001,malty
044f0d54-1527-4e1d-bc68-d09775bb4508,sessionable
044f0d54-1527-4e1d-bc68-d09775bb4508,refreshing
c74b365b-63e8-428b-bdca-90c91fe2d152,sessionable
af04a030-b43b-4791-bd46-391818c03b63,strong
af04a030-b43b-4791-bd46-391818c03b63,hoppy
bb612270-abbf-47f1-a81a-3fdb48fd5142,sessionable
bb612270-abbf-47f1-a81a-3fdb48fd5142,sweet
b56b1839-9927-46f9-a2b6-7bfb5396bcaf,sessionable
b56b1839-9927-46f9-a2b6-7bfb5396bcaf,refreshing
d1f340ac-46c0-40d6-b0d4-b137ffceb890,clean
a0280891-7571-456a-9ac1-720c0e4bf778,sessionable
0686c6a4-4356-4c29-a994-badcda077918,strong
18c654a6-f176-4e30-83b0-55faa57f1c9b,strong
18c654a6-f176-4e30-83b0-55faa57f1c9b,hoppy
18c654a6-f176-4e30-83b0-55faa57f1c9b,boozy
